date,gold_usd,silver_usd,lly_usd,wmt_usd,vrt_usd,ccj_usd,avgo_usd,jnj_usd,usdsek,gold_sek,silver_sek,gold_ret,silver_ret,lly_ret,wmt_ret,vrt_ret,ccj_ret,avgo_ret,jnj_ret,portfolio_ret
2013-03-15,1592.5000,28.8170,55.1300,24.1667,,21.4200,3.6000,79.1900,6.4346,10247.12,185.43,0.1195,0.1564,0.1090,-0.9833,,1.4205,-1.8003,0.1138,-0.1098
2013-03-18,1604.6000,28.8410,54.6600,24.0833,,21.1500,3.5260,78.8100,6.4604,10366.36,186.32,0.7598,0.0833,-0.8525,-0.3448,,-1.2605,-2.0556,-0.4799,-0.3569
2013-03-19,1611.3000,28.8100,54.7900,24.1500,,21.0400,3.5300,78.8600,6.4404,10377.42,185.55,0.4176,-0.1075,0.2378,0.2768,,-0.5201,0.1134,0.0634,0.1476
2013-03-20,1607.5000,28.7830,55.3000,24.3300,,21.1800,3.5930,79.4500,6.4677,10396.80,186.16,-0.2358,-0.0937,0.9308,0.7453,,0.6654,1.7847,0.7482,0.5057
2013-03-21,1613.8000,29.1790,55.0800,24.3767,,21.1900,3.5560,79.0100,6.4650,10433.19,188.64,0.3919,1.3758,-0.3978,0.1918,,0.0472,-1.0298,-0.5538,0.0927
2013-03-22,1606.2000,28.6660,55.5700,24.7600,,21.5000,3.5800,79.7400,6.4834,10413.64,185.85,-0.4709,-1.7581,0.8896,1.5725,,1.4630,0.6749,0.9239,0.3758
2013-03-25,1604.6000,28.7850,55.6200,24.9500,,21.3300,3.5520,79.6800,6.4675,10377.75,186.17,-0.0996,0.4151,0.0900,0.7674,,-0.7907,-0.7821,-0.0752,-0.0097
2013-03-26,1595.8000,28.6440,56.2900,24.9233,,21.1300,3.5790,80.8500,6.5180,10401.42,186.70,-0.5484,-0.4898,1.2046,-0.1069,,-0.9377,0.7601,1.4684,0.0459
2013-03-27,1606.2000,28.5770,56.3700,24.9267,,21.1300,3.5640,81.2700,6.4898,10423.92,185.46,0.6517,-0.2339,0.1421,0.0134,,0.0000,-0.4191,0.5195,0.1737
2013-03-28,1594.8000,28.2920,56.7900,24.9433,,20.7800,3.5920,81.5300,6.5252,10406.39,184.61,-0.7097,-0.9973,0.7451,0.0669,,-1.6564,0.7856,0.3199,-0.2568
2013-03-29,,,,,,,,,6.5169,,,,,,,,,,,
2013-04-01,1600.0000,27.9130,56.6100,25.1433,,20.4900,3.5340,81.9300,6.5066,10410.56,181.62,0.3261,-1.3396,-0.3170,0.8018,,-1.3956,-1.6147,0.4906,-0.2613
2013-04-02,1575.1000,27.2170,56.5000,25.3400,,20.4100,3.4880,82.6900,6.4863,10216.57,176.54,-1.5563,-2.4935,-0.1943,0.7822,,-0.3904,-1.3016,0.9276,-0.7231
2013-04-03,1552.8000,26.7730,56.8500,25.3333,,19.4700,3.4310,82.0700,6.5118,10111.52,174.34,-1.4158,-1.6313,0.6195,-0.0263,,-4.6056,-1.6342,-0.7498,-1.2008
2013-04-04,1551.8000,26.7480,56.9300,25.4000,,19.5800,3.4600,82.4100,6.5237,10123.48,174.50,-0.0644,-0.0934,0.1407,0.2632,,0.5650,0.8452,0.4143,0.2140
2013-04-05,1575.4000,27.2010,56.4800,25.4633,,19.4800,3.4330,82.0400,,,,1.5208,1.6936,-0.7904,0.2493,,-0.5107,-0.7803,-0.4490,0.3557
2013-04-08,1572.0000,27.1200,56.8200,25.7633,,19.4400,3.4660,81.1100,6.4075,10072.59,173.77,-0.2158,-0.2978,0.6020,1.1782,,-0.2053,0.9613,-1.1336,0.2014
2013-04-09,1586.2000,27.8660,56.7400,26.0400,,19.8100,3.4780,81.5200,6.3870,10131.06,177.98,0.9033,2.7507,-0.1408,1.0739,,1.9033,0.3462,0.5055,0.9919
2013-04-10,1558.3000,27.6390,57.5900,25.7900,,19.7600,3.5380,82.0200,6.4079,9985.37,177.11,-1.7589,-0.8146,1.4981,-0.9601,,-0.2524,1.7251,0.6133,-0.3041
2013-04-11,1564.3000,27.6850,58.0000,25.9300,,19.5900,3.5630,82.3200,6.3430,9922.36,175.61,0.3850,0.1664,0.7119,0.5428,,-0.8603,0.7066,0.3658,0.3340
2013-04-12,1501.0000,26.3220,57.5100,26.1867,,18.9300,3.4910,82.7400,,,,-4.0465,-4.9232,-0.8448,0.9898,,-3.3691,-2.0208,0.5102,-2.1893
2013-04-15,1360.6000,23.3550,56.4900,26.1567,,18.0800,3.3780,81.7100,6.4162,8729.88,149.85,-9.3538,-11.2719,-1.7736,-0.1146,,-4.4902,-3.2369,-1.2449,-5.0710
2013-04-16,1386.8000,23.6220,57.1800,26.2267,,18.2600,3.4580,83.4400,6.3596,8819.49,150.23,1.9256,1.1432,1.2215,0.2676,,0.9956,2.3683,2.1172,1.3987
2013-04-17,1382.2000,23.3010,57.4700,26.1700,,17.6700,3.2400,83.9000,6.5201,9012.08,151.92,-0.3317,-1.3589,0.5072,-0.2161,,-3.2311,-6.3042,0.5513,-1.1473
2013-04-18,1392.0000,23.2390,56.2900,25.7200,,17.7600,3.1370,83.1800,6.5343,9095.76,151.85,0.7090,-0.2661,-2.0532,-1.7195,,0.5093,-3.1790,-0.8582,-0.7799
2013-04-19,1395.3000,22.9550,57.4200,26.0967,,17.7300,3.1260,84.4900,,,,0.2371,-1.2221,2.0075,1.4645,,-0.1689,-0.3507,1.5749,0.5599
2013-04-22,1421.0000,23.3200,57.5800,25.9900,,18.0300,3.1580,84.8300,6.5295,9278.42,152.27,1.8419,1.5901,0.2787,-0.4087,,1.6921,1.0237,0.4024,0.9838
2013-04-23,1408.6000,22.8130,58.3300,26.3633,,18.2500,3.2370,85.4500,6.6512,9368.88,151.73,-0.8726,-2.1741,1.3025,1.4364,,1.2202,2.5016,0.7309,0.4070
2013-04-24,1423.4000,22.8290,56.0500,26.0100,,19.3100,3.2620,84.3900,6.6117,9411.08,150.94,1.0507,0.0701,-3.9088,-1.3402,,5.8082,0.7723,-1.2405,0.0647
2013-04-25,1461.8000,24.1400,56.4300,26.2167,,19.0200,3.2630,85.2200,6.6103,9662.94,159.57,2.6978,5.7427,0.6780,0.7946,,-1.5018,0.0307,0.9835,1.5346
2013-04-26,1453.6000,23.7580,56.4600,26.3467,,18.8400,3.2110,85.1200,,,,-0.5610,-1.5824,0.0532,0.4959,,-0.9464,-1.5936,-0.1173,-0.5125
2013-04-29,1467.4000,24.1220,56.0100,26.1300,,18.9900,3.2530,85.5800,6.5376,9593.27,157.70,0.9494,1.5321,-0.7970,-0.8224,,0.7962,1.3080,0.5404,0.4193
2013-04-30,1472.2000,24.1440,55.3800,25.9067,,19.5100,3.1960,85.2300,6.4821,9542.99,156.50,0.3271,0.0912,-1.1248,-0.8547,,2.7383,-1.7522,-0.4090,-0.1272
2013-05-01,1446.3000,23.3050,54.2400,26.0200,,19.3900,3.1320,84.2300,6.4670,9353.24,150.71,-1.7593,-3.4750,-2.0585,0.4375,,-0.6151,-2.0025,-1.1733,-1.4918
2013-05-02,1467.7000,23.7900,54.7000,26.1533,,19.3400,3.2090,85.1600,6.5310,9585.55,155.37,1.4796,2.0811,0.8481,0.5124,,-0.2579,2.4585,1.1041,1.1598
2013-05-03,1464.3000,23.9750,54.9900,26.4167,,19.8100,3.1880,85.7500,,,,-0.2316,0.7776,0.5302,1.0069,,2.4302,-0.6544,0.6928,0.5290
2013-05-06,1468.1000,23.9180,54.4700,26.2767,,19.9600,3.2800,84.6800,6.5450,9608.71,156.54,0.2595,-0.2378,-0.9456,-0.5300,,0.7572,2.8858,-1.2478,0.0893
